Title,Artist,Cluster
I Won't Stand In Your Way - 2000 Digital Remaster / 24-Bit Mastering,Stray Cats,4
Gene And Eddie - Remaster 2000,Stray Cats,4
Americano,The Brian Setzer Orchestra,1
This Cat's On A Hot Tin Roof,The Brian Setzer Orchestra,4
The Dirty Boogie,The Brian Setzer Orchestra,4
This Old House,The Brian Setzer Orchestra,0
Let's Live It Up,The Brian Setzer Orchestra,0
Sleepwalk,The Brian Setzer Orchestra,4
Jump Jive An' Wail,The Brian Setzer Orchestra,4
You're The Boss,The Brian Setzer Orchestra,4
Rock This Town,The Brian Setzer Orchestra,4
Since I Don't Have You,The Brian Setzer Orchestra,4
Switchblade 327,The Brian Setzer Orchestra,0
Nosey Joe,The Brian Setzer Orchestra,0
Hollywood Nocturne,The Brian Setzer Orchestra,0
As Long As I'm Singin',The Brian Setzer Orchestra,0
The House Is Rockin',The Brian Setzer Orchestra,1
Hoodoo Voodoo Doll,The Brian Setzer Orchestra,4
Town Without Pity,The Brian Setzer Orchestra,4
Rumble In Brighton,The Brian Setzer Orchestra,4
The Man With The Magic Touch,The Brian Setzer Orchestra,4
(The Legend Of) Johnny Kool,The Brian Setzer Orchestra,0
Ghost Radio,The Brian Setzer Orchestra,0
(Everytime I Hear) That Mellow Saxophone,The Brian Setzer Orchestra,0
Buzz Buzz,The Brian Setzer Orchestra,0
My Baby Only Cares For Me,The Brian Setzer Orchestra,0
"Hey, Louis Prima",The Brian Setzer Orchestra,4
Sammy Davis City,The Brian Setzer Orchestra,3
Thunder Road,Bruce Springsteen,1
Tenth Avenue Freeze-Out,Bruce Springsteen,0
Jungleland,Bruce Springsteen,3
Hungry Heart,Bruce Springsteen,4
Dancing In the Dark,Bruce Springsteen,0
Tunnel of Love,Bruce Springsteen,1
One Step Up,Bruce Springsteen,3
Human Touch,Bruce Springsteen,4
T.S.O.P. (The Sound of Philadelphia) (feat. The Three Degrees),MFSB,0
T.S.O.P. (The Sound of Philadelphia) (feat. The Three Degrees),The Three Degrees,0
Love's Theme,The Love Unlimited Orchestra,0
Heaven Must Be Missing An Angel - Pt. 1,Tavares,0
More Than Words,Extreme,3
Wicked Game,Chris Isaak,3
Baby Did a Bad Bad Thing,Chris Isaak,4
Rock the Boat,Hues Corporation,4
"More, More, More - Single Version",Andrea True Connection,0
Me and Mrs. Jones,Billy Paul,4
Boogie Wonderland,"Earth, Wind & Fire",0
Boogie Wonderland,The Emotions,0
September,"Earth, Wind & Fire",4
Fantasy,"Earth, Wind & Fire",0
After the Love Has Gone,"Earth, Wind & Fire",1
Shining Star,"Earth, Wind & Fire",4
Let's Groove,"Earth, Wind & Fire",0
Reasons,"Earth, Wind & Fire",4
Sing a Song,"Earth, Wind & Fire",4
Can't Hide Love,"Earth, Wind & Fire",3
Getaway,"Earth, Wind & Fire",4
Serpentine Fire,"Earth, Wind & Fire",4
Hotel California - 2013 Remaster,Eagles,4
Take It Easy - 2013 Remaster,Eagles,4
One of These Nights - 2013 Remaster,Eagles,4
Desperado - 2013 Remaster,Eagles,3
New Kid in Town - 2013 Remaster,Eagles,4
Take It to the Limit - 2013 Remaster,Eagles,3
"Hotel California - Live at The Forum, Los Angeles, CA, 10/20-22/1976",Eagles,1
Already Gone - 2013 Remaster,Eagles,4
Tequila Sunrise - 2013 Remaster,Eagles,3
Witchy Woman - 2013 Remaster,Eagles,0
James Dean - 2013 Remaster,Eagles,4
On the Border - 2013 Remaster,Eagles,4
I Can't Tell You Why - 2013 Remaster,Eagles,0
The Best of My Love - 2013 Remaster,Eagles,3
Heartache Tonight - 2013 Remaster,Eagles,4
In the City - 2013 Remaster,Eagles,4
The Long Run - 2013 Remaster,Eagles,4
Listen to the Music - Single Version; 2006 Remaster,The Doobie Brothers,4
Jesus Is Just Alright with Me - 2006 Remaster Single Version,The Doobie Brothers,0
Rockin' Down the Highway - 2007 Remaster,The Doobie Brothers,4
Long Train Runnin' - 2006 Remaster,The Doobie Brothers,0
China Grove - 2006 Remaster,The Doobie Brothers,4
South City Midnight Lady - 2006 Remaster,The Doobie Brothers,4
"Another Park, Another Sunday - 2006 Remaster",The Doobie Brothers,4
Eyes of Silver - 2006 Remaster,The Doobie Brothers,4
Black Water - 2006 Remaster,The Doobie Brothers,4
Take Me in Your Arms (Rock Me a Little While) - 2006 Remaster,The Doobie Brothers,0
Sweet Maxine - Single Edit; 2006 Remaster,The Doobie Brothers,1
Takin' It to the Streets - 2006 Remaster,The Doobie Brothers,4
Takin' It to the Streets - 2006 Remaster,James Taylor,4
Wheels of Fortune - 2006 Remaster,The Doobie Brothers,0
It Keeps You Runnin' - 2006 Remaster,The Doobie Brothers,4
It Keeps You Runnin' - 2006 Remaster,James Taylor,4
Little Darling (I Need You) - 2006 Remaster,The Doobie Brothers,0
What a Fool Believes - 2006 Remaster,The Doobie Brothers,0
Minute by Minute - 2006 Remaster,The Doobie Brothers,3
Dependin' on You - 2006 Remaster Single Version,The Doobie Brothers,0
Real Love - 2006 Remaster,The Doobie Brothers,4
One Step Closer - 2006 Remaster,The Doobie Brothers,4
Here to Love You - 2006 Remaster,The Doobie Brothers,4
You Belong to Me - 2006 Remaster,The Doobie Brothers,0
South Of The Border (Single Version) - 2006 Remastered,The Doobie Brothers,4
Without You - 2006 Remaster,The Doobie Brothers,4
FM,Steely Dan,0
Black Friday,Steely Dan,0
Babylon Sisters,Steely Dan,3
Deacon Blues,Steely Dan,4
Bodhisattva,Steely Dan,4
Hey Nineteen,Steely Dan,4
Peg,Steely Dan,4
Rikki Don't Lose That Number,Steely Dan,3
Reeling In The Years,Steely Dan,4
Bad Sneakers,Steely Dan,0
Do It Again,Steely Dan,0
My Old School,Steely Dan,4
Black Cow,Steely Dan,4
Aja,Steely Dan,4
Home At Last,Steely Dan,0
Josie,Steely Dan,4
The Fez,Steely Dan,1
Dirty Work,Steely Dan,3
I.G.Y.,Donald Fagen,0
I Just Wanna Stop,Gino Vannelli,4
I Keep Forgettin' (Every Time You're Near),Michael McDonald,0
On My Own,Patti LaBelle,3
Lady Marmalade,Patti LaBelle,0
Never Knew Love Like This Before,Stephanie Mills,4
"Let's Hear It for the Boy - From ""Footloose"" Original Soundtrack",Deniece Williams,4
It's Gonna Take a Miracle,Deniece Williams,3
On The Wings Of Love,Jeffrey Osborne,3
Rhythm Of The Night,DeBarge,0
Who's Holding Donna Now?,DeBarge,0
You Make My Dreams (Come True),Daryl Hall & John Oates,4
Maneater,Daryl Hall & John Oates,0
Rich Girl,Daryl Hall & John Oates,4
Sara Smile,Daryl Hall & John Oates,0
Private Eyes,Daryl Hall & John Oates,0
She's Gone,Daryl Hall & John Oates,1
I Can't Go for That (No Can Do),Daryl Hall & John Oates,0
Kiss on My List,Daryl Hall & John Oates,4
Out of Touch,Daryl Hall & John Oates,0
One On One,Daryl Hall & John Oates,3
Hot Rod Hearts - Remastered,Robbie Dupree,4
I Only Want to Be with You,Nicolette Larson,4
When You Come Around,Nicolette Larson,0
Straight from the Heart,Nicolette Larson,0
Ooo-Eee,Nicolette Larson,4
Dancing Jones,Nicolette Larson,4
Rio de Janeiro Blue,Nicolette Larson,0
Daddy,Nicolette Larson,3
Just in the Nick of Time,Nicolette Larson,4
"Let Me Go, Love",Nicolette Larson,3
Breaking Too Many Hearts,Nicolette Larson,4
Back in My Arms,Nicolette Larson,4
Fallen,Nicolette Larson,3
Isn't It Alway Love,Nicolette Larson,3
Lotta Love,Nicolette Larson,0
Rhumba Girl,Nicolette Larson,4
You Send Me,Nicolette Larson,3
Can't Get Away from You,Nicolette Larson,4
Mexican Divorce,Nicolette Larson,3
"Baby, Don't You Do It",Nicolette Larson,4
Give a Little,Nicolette Larson,3
Angels Rejoiced,Nicolette Larson,3
French Waltz,Nicolette Larson,3
Come Early Mornin',Nicolette Larson,4
Last in Love,Nicolette Larson,3
Trouble,Nicolette Larson,3
Suddenly - Xanadu/Soundtrack Version,Olivia Newton-John,3
Suddenly - Xanadu/Soundtrack Version,Cliff Richard,3
Physical,Olivia Newton-John,0
Magic,Olivia Newton-John,4
A Little More Love,Olivia Newton-John,4
"Happy Birthday, Sweet Sixteen",Neil Sedaka,4
Stairway to Heaven,Neil Sedaka,3
Stupid Cupid,Neil Sedaka,4
Breaking Up Is Hard to Do,Neil Sedaka,0
The Diary - Remastered,Neil Sedaka,3
Little Devil,Neil Sedaka,4
Oh! Carol,Neil Sedaka,4
Next Door To An Angel,Neil Sedaka,0
Calendar Girl,Neil Sedaka,0
Two-Bit Manchild,Neil Diamond,4
Modern Day Version Of Love,Neil Diamond,3
Honey-Drippin' Times,Neil Diamond,3
The Pot Smoker's Song,Neil Diamond,3
Brooklyn Roads,Neil Diamond,3
Shilo,Neil Diamond,4
Sunday Sun,Neil Diamond,4
Holiday Inn Blues,Neil Diamond,4
Practically Newborn,Neil Diamond,4
Knackelflerg,Neil Diamond,3
Merry-Go-Round,Neil Diamond,4
Brother Love's Travelling Salvation Show,Neil Diamond,3
And The Grass Won't Pay No Mind,Neil Diamond,3
Juliet,Neil Diamond,3
Sweet Caroline,Neil Diamond,3
Holly Holy,Neil Diamond,3
And The Singer Sings His Song,Neil Diamond,2
Until It's Time For You To Go,Neil Diamond,3
He Ain't Heavy ... He's My Brother,Neil Diamond,3
Free Life,Neil Diamond,3
Coldwater Morning,Neil Diamond,3
Childsong,Neil Diamond,3
I Am The Lion,Neil Diamond,4
Madrigal,Neil Diamond,3
Soolaimon,Neil Diamond,3
Missa,Neil Diamond,3
African Trilogy,Neil Diamond,2
I Am...I Said - Single Version,Neil Diamond,3
Crunchy Granola Suite - Single Version,Neil Diamond,4
Stones - Single Version,Neil Diamond,3
If You Go Away,Neil Diamond,3
Suzanne,Neil Diamond,3
The Last Thing On My Mind,Neil Diamond,3
Husbands And Wives,Neil Diamond,3
Chelsea Morning,Neil Diamond,3
I Think It's Gonna Rain Today,Neil Diamond,3
Song Sung Blue - Single Version,Neil Diamond,3
Porcupine Pie,Neil Diamond,4
Canta Libre,Neil Diamond,3
Play Me,Neil Diamond,3
Gitchy Goomy,Neil Diamond,3
High Rolling Man,Neil Diamond,4
Captain Sunshine,Neil Diamond,3
Walk On Water,Neil Diamond,3
Morningside,Neil Diamond,3
Lonely Looking Sky,Neil Diamond,3
Dear Father - Instrumental,Neil Diamond,3
Skybird,Neil Diamond,3
I've Been This Way Before,Neil Diamond,3
The Last Picasso,Neil Diamond,3
Longfellow Serenade,Neil Diamond,4
Rosemary's Wine,Neil Diamond,4
Yes I Will,Neil Diamond,3
Reggae Strut,Neil Diamond,4
The Gift Of Song,Neil Diamond,3
Beautiful Noise,Neil Diamond,4
Stargazer,Neil Diamond,4
Lady-Oh,Neil Diamond,3
If You Know What I Mean,Neil Diamond,3
Street Life,Neil Diamond,4
Surviving The Life,Neil Diamond,4
Jungletime,Neil Diamond,1
Signs,Neil Diamond,3
Desirée,Neil Diamond,4
Let Me Take You In My Arms Again,Neil Diamond,4
Let The Little Boy Sing,Neil Diamond,4
I'm Glad You're Here With Me Tonight,Neil Diamond,3
Free Man In Paris,Neil Diamond,3
As If,Neil Diamond,3
The American Popular Song,Neil Diamond,3
St. Louis Blues,Arthur Migliazza,2
Boogie Woogie Stomp,Arthur Migliazza,4
September Morn,Neil Diamond,3
America,Neil Diamond,4
Love On The Rocks,Neil Diamond,3
"Amazed And Confused - From ""The Jazz Singer"" Soundtrack",Neil Diamond,3
"On The Robert E. Lee - From ""The Jazz Singer"" Soundtrack",Neil Diamond,3
The Sun Ain't Gonna Shine,Neil Diamond,3
"Summerlove - From ""The Jazz Singer"" Soundtrack",Neil Diamond,3
Hello Again,Neil Diamond,3
"You Baby - From ""The Jazz Singer"" Soundtrack",Neil Diamond,1
"Acapulco - From ""The Jazz Singer"" Soundtrack",Neil Diamond,4
"Hey Louise - From ""The Jazz Singer"" Soundtrack",Neil Diamond,1
"Songs Of Life - From ""The Jazz Singer"" Soundtrack",Neil Diamond,3
"Jerusalem - From ""The Jazz Singer"" Soundtrack",Neil Diamond,4
Yesterday's Songs,Neil Diamond,3
Heartlight,Neil Diamond,3
Tennessee Moon,Neil Diamond,4
Little Lion Man,Mumford & Sons,4
I Will Wait,Mumford & Sons,4
Theres A Moon Out Tonight,The Moonglows,3
"Goodnight, Sweetheart, Goodnight",The Spaniels,3
Limbo Rock,Chubby Checker,4
Does Anybody Really Know What Time It Is? - 2002 Remaster,Chicago,1
Beginnings - 2002 Remaster,Chicago,1
Questions 67 and 68 - 2002 Remaster,Chicago,4
I'm a Man - 2002 Remaster,Chicago,4
Make Me Smile - 2002 Remaster,Chicago,4
Colour My World - 2002 Remaster,Chicago,3
25 or 6 to 4 - 2002 Remaster,Chicago,0
Saturday in the Park - 2002 Remaster,Chicago,4
Just You 'N' Me - 2002 Remaster,Chicago,4
Feelin' Stronger Every Day - 2002 Remaster,Chicago,4
Tired of Being Alone (with Al Green) - from Chicago in the Rockies,Chicago,1
Tired of Being Alone (with Al Green) - from Chicago in the Rockies,Al Green,1
Happy Man,Chicago,0
(I've Been) Searchin' So Long - 2002 Remaster,Chicago,4
Wishing You Were Here - 2002 Remaster,Chicago,3
Call on Me - 2002 Remaster,Chicago,0
Old Days - 2002 Remaster,Chicago,4
If You Leave Me Now,Chicago,4
Another Rainy Day in New York City - 2002 Remaster,Chicago,4
"Baby, What a Big Surprise - Edit",Chicago,4
No Tell Lover - 2002 Remaster,Chicago,0
Hard to Say I'm Sorry / Get Away - 2009 Remaster,Chicago,4
Love Me Tomorrow - 2009 Remaster,Chicago,0
Stay the Night - 2009 Remaster,Chicago,4
Hard Habit to Break - 2009 Remaster,Chicago,4
Along Comes a Woman - 2009 Remaster,Chicago,4
You're the Inspiration - 2009 Remaster,Chicago,4
If She Would Have Been Faithful... - 2009 Remaster,Chicago,4
Will You Still Love Me? - 2009 Remaster,Chicago,4
Look Away - 2009 Remaster,Chicago,3
What Kind of Man Would I Be? - 2009 Remaster,Chicago,4
I Don't Wanna Live Without Your Love,Chicago,4
Believe,Cher,4
Strong Enough,Cher,4
Walking in Memphis,Marc Cohn,3
The Shoop Shoop Song (It's In His Kiss),Cher,4
If I Could Turn Back Time,Cher,4
Just Like Jesse James,Cher,4
Dark Lady,Cher,3
"Gypsies, Tramps And Thieves",Cher,4
Half-Breed,Cher,0
The Way Of Love,Cher,3
Bang Bang (My Baby Shot Me Down) - Single Version,Cher,0
All I Really Want To Do,Cher,3
Sunny,Bobby Hebb,3
You Better Sit Down Kids,Cher,3
Caballo Diablo,The Charlie Daniels Band,0
Long Haired Country Boy,The Charlie Daniels Band,3
The South's Gonna Do It Again,The Charlie Daniels Band,3
"New York City, King Size Rosewood Bed",The Charlie Daniels Band,4
Trudy,The Charlie Daniels Band,4
Georgia,The Charlie Daniels Band,3
Feeling Free,The Charlie Daniels Band,4
Orange Blossom Special,The Charlie Daniels Band,1
Texas,Charlie Daniels,0
Texas,The Charlie Daniels Band,0
Carolina (I Remember You),The Charlie Daniels Band,4
Roll Mississippi,The Charlie Daniels Band,4
Passing Lane,The Charlie Daniels Band,4
Blue Star,The Charlie Daniels Band,0
Jitterbug,The Charlie Daniels Band,4
Behind Your Eyes,The Charlie Daniels Band,4
Reflections,The Charlie Daniels Band,3
The Devil Went Down to Georgia,The Charlie Daniels Band,4
Mississippi,The Charlie Daniels Band,3
Blind Man,The Charlie Daniels Band,0
Rainbow Ride,The Charlie Daniels Band,0
In America,The Charlie Daniels Band,4
The Legend of Wooley Swamp,The Charlie Daniels Band,4
Still In Saigon,The Charlie Daniels Band,4
Juanita,The Charlie Daniels Band,4
"Then, Now And Until The End",The Charlie Daniels Band,4
Don't Let Me Be Misunderstood,The Animals,0
We Gotta Get Out Of This Place - UK Single Version,The Animals,4
It's My Life,The Animals,4
San Franciscan Nights,Eric Burdon & the Animals,3
For Your Love,The Yardbirds,3
Shapes of Things,The Yardbirds,4
La Grange - 2005 Remaster,ZZ Top,0
Tush - 2006 Remaster,ZZ Top,0
Gimme All Your Lovin',ZZ Top,4
Got Me Under Pressure - 2008 Remaster,ZZ Top,4
Sharp Dressed Man - 2008 Remaster,ZZ Top,4
Legs - 2008 Remaster,ZZ Top,4
Tube Snake Boogie,ZZ Top,4
Sleeping Bag,ZZ Top,4
Stages,ZZ Top,4
Rough Boy,ZZ Top,3
Velcro Fly,ZZ Top,0
Pearl Necklace - 2003 Remaster,ZZ Top,4
Cheap Sunglasses,ZZ Top,0
"I'm Bad, I'm Nationwide",ZZ Top,0
Tomorrow People,Ziggy Marley & The Melody Makers,4
Higher Love,Kygo,4
Higher Love,Whitney Houston,4
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,4
I Will Always Love You,Whitney Houston,3
I Have Nothing,Whitney Houston,3
Greatest Love of All,Whitney Houston,3
How Will I Know,Whitney Houston,1
Saving All My Love for You,Whitney Houston,3
Didn't We Almost Have It All,Whitney Houston,3
So Emotional,Whitney Houston,0
Where Do Broken Hearts Go,Whitney Houston,3
Island In The Sun,Weezer,0
Say It Ain't So,Weezer,4
Buddy Holly,Weezer,4
Beverly Hills,Weezer,4
Hash Pipe,Weezer,4
Undone - The Sweater Song,Weezer,4
My Name Is Jonas,Weezer,4
Perfect Situation,Weezer,4
Highwayman,The Highwaymen,3
Highwayman,Willie Nelson,3
Highwayman,Johnny Cash,3
Highwayman,Waylon Jennings,3
Highwayman,Kris Kristofferson,3
Mammas Don't Let Your Babies Grow up to Be Cowboys,Waylon Jennings,3
Mammas Don't Let Your Babies Grow up to Be Cowboys,Willie Nelson,3
Always On My Mind,Willie Nelson,3
"On the Road Again - Live at Austin, Texas - Fall 1979",Willie Nelson,1
Hello Walls,Willie Nelson,3
To All the Girls I've Loved Before (with Willie Nelson),Julio Iglesias,3
To All the Girls I've Loved Before (with Willie Nelson),Willie Nelson,3
Heartaches by the Number (feat. The Time Jumpers),Willie Nelson,4
Heartaches by the Number (feat. The Time Jumpers),The Time Jumpers,4
"Luckenbach, Texas (Back to the Basics of Love) (feat. Willie Nelson)",Waylon Jennings,3
"Luckenbach, Texas (Back to the Basics of Love) (feat. Willie Nelson)",Willie Nelson,3
Shut Up and Dance,WALK THE MOON,4
Seven Nation Army,The White Stripes,4
Black Math,The White Stripes,1
There's No Home For You Here,The White Stripes,3
I Just Don't Know What To Do With Myself,The White Stripes,3
"In The Cold, Cold Night",The White Stripes,3
I Want To Be The Boy To Warm Your Mother's Heart,The White Stripes,3
You've Got Her In Your Pocket,The White Stripes,3
Ball And Biscuit,The White Stripes,4
The Hardest Button To Button,The White Stripes,0
Little Acorns,The White Stripes,4
Hypnotize,The White Stripes,1
The Air Near My Fingers,The White Stripes,4
"Girl, You Have No Faith In Medicine",The White Stripes,0
Well It's True That We Love One Another,The White Stripes,3
Icky Thump,The White Stripes,4
My Generation - Stereo Version,The Who,0
The Kids Are Alright - Stereo Version,The Who,4
A Legal Matter - Stereo Version,The Who,4
Boris The Spider - Mono Version,The Who,4
I Can See For Miles - Incl. Charles Atlas Commercial,The Who,4
Overture,The Who,4
1921,The Who,0
Amazing Journey,The Who,4
Cousin Kevin,The Who,4
The Acid Queen,The Who,4
Do You Think It's Alright?,The Who,3
Fiddle About,The Who,3
Pinball Wizard,The Who,4
Go To The Mirror!,The Who,4
Tommy Can You Hear Me?,The Who,4
Sally Simpson,The Who,4
I'm Free,The Who,4
Welcome,The Who,3
Tommy's Holiday Camp,The Who,3
We're Not Gonna Take It,The Who,3
Baba O'Riley,The Who,4
Behind Blue Eyes,The Who,0
Won't Get Fooled Again - Original Album Version,The Who,4
Going Mobile,The Who,4
Bargain,The Who,4
The Real Me,The Who,0
Love Reign O'er Me,The Who,4
Squeeze Box,The Who,4
Slip Kid,The Who,4
Who Are You,The Who,4
New Song,The Who,4
Had Enough,The Who,4
Trick Of The Light,The Who,4
Happy Jack,The Who,4
Magic Bus - Mono Edit,The Who,4
You Better You Bet,The Who,4
Another Tricky Day,The Who,4
Athena,The Who,4
Eminence Front,The Who,0
Is This Love - 2018 Remaster,Whitesnake,4
Still of the Night - 2018 Remaster,Whitesnake,0
Fool for Your Loving - 2009 Remaster,Whitesnake,0
Wake Me Up Before You Go-Go,Wham!,4
Last Christmas,Wham!,4
Everything She Wants,Wham!,0
Careless Whisper,George Michael,0
Faith - Remastered,George Michael,4
Father Figure - Remastered,George Michael,3
Sweet Baby James,James Taylor,3
Fire and Rain,James Taylor,3
Long Ago and Far Away,James Taylor,3
You've Got a Friend,James Taylor,3
Don't Let Me Be Lonely Tonight,James Taylor,3
Walking Man,James Taylor,3
How Sweet It Is (To Be Loved by You),James Taylor,4
Mexico,James Taylor,4
Shower the People,James Taylor,0
Steamroller,James Taylor,1
Something in the Way She Moves,James Taylor,3
Handy Man,James Taylor,3
Your Smiling Face,James Taylor,4
Honey Don't Leave L.A.,James Taylor,4
Her Town Too (with J.D. Souther),James Taylor,3
Her Town Too (with J.D. Souther),JD Souther,3
Everyday,James Taylor,0
Copperline,James Taylor,3
Carolina in My Mind,James Taylor,3
Mud Slide Slim - 2019 Remaster,James Taylor,3
East Bound and Down,Jerry Reed,4
Take This Job and Shove It,Johnny Paycheck,4
Convoy,C.W. McCall,4
Wolf Creek Pass,C.W. McCall,4
The Silverton,C.W. McCall,3
The Battle Of New Orleans,Johnny Horton,4
North To Alaska*,Johnny Horton,3
Sink The Bismarck,Johnny Horton,4
Six Days On The Road,Dave Dudley,4
500 Miles Away from Home,Bobby Bare,1
"Oh, Lonesome Me",Don Gibson,4
I Can't Stop Lovin' You,Don Gibson,3
Wings of a Dove,Ferlin Husky,3
Wings of a Dove,Hank Locklin,3
Country Bumpkin,Hank Thompson,4
Stacy's Mom,Fountains Of Wayne,0
Low Rider,War,4
Why Can't We Be Friends?,War,1
Spill The Wine,Eric Burdon,0
Spill The Wine,War,0
The Cisco Kid,War,0
Slippin' Into Darkness,War,0
All Day Music,War,1
Werewolves of London,Warren Zevon,4
More Human Than Human,White Zombie,4
When Worlds Collide,Powerman 5000,4
Rock Steady,The Whispers,0
And the Beat Goes On,The Whispers,0
Land of 1000 Dances,Wilson Pickett,4
Mustang Sally,Wilson Pickett,4
